,Image source,Agent name,Agent role,Agent 2 name,Agent 2 role,Agent 1 culturalContext,Agent 2 culturalContext,Date earliestDate,Date latestDate,Average Date,Date Given,Period,Description,Description source,Location,Location name,Material,Rights,Source,Style Period,"Subject personalName, conceptTopic (book), descriptiveTopic, iconographicTopic (scene)",Scene,Scene Two,Book ,Technique,Work Type,TEXTREF name,TITLE,TITLE  xml:lang,TITLE2,TITLE  xml:lang 2,Direct Link
i_1050.jpg,Arachne,unknown,,,,Roman,,390,410,400,390-410,5th century,"This is an illustration of the late antique manuscript of the ""Aeneid"" by Vergil. Scene from the 2nd book: Aeneas flees from Dido's palace (Aes. 4.586-591). It is located below eight lines of text at the bottom of a page. The text Verg. Aen appears above the picture. 4576-583.
On the left we see the front half of the palace of the Dido in three quarter view. The palace consists of regular ashlar masonry. A staircase leads to the frontal entrance, which has a round arch and pillars. Approximately halfway up the building is another floor with a columned position, crowned by a gable roof with bricks. The tympanum is not decorated.
Dido stands with outstretched arms on the railing of the front of the upper floor and looks to the sailing ship, which moves to the right on the sea. The white sail with masonry-like pattern is stretched by the wind to the right. It is recognizable both in this ship and in the smaller dinghy in the foreground (with sacks / provisions) crew. The shore runs in the semicircle to the left of the ships.",Arachne,Biblioteca Apostolica Vaticana,Italy,illuminated manuscript,CC BY-NC-ND 3.0 DE,Europeana API,,"Aeneas, Dido",96B33 the Trojans' departure from Carthage,,Book IV,painting,painting,,Illustration of the Vergilius Vaticanus with scene of the Dido and the fleeing Aeneas,en,Illustration des Vergilius Vaticanus mit Szene der Dido und des fliehenden Aeneas,de,
i_1051.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: Haec ubi dicta, cavum conversa cuspide montem
impulit in latus: ac venti, velut agmine facto,
qua data porta, ruunt",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Trojans",96B21 Aeneas' fleet cast on the coast of Libya,,Book I,engraving,print,,"Book I, v. 85",en,,,
i_1052.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: Illi se praedae accingunt, dapibusque futuris",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Trojans",96B21 Aeneas' fleet cast on the coast of Libya,,Book I,engraving,print,,"Book I, v. 214",en,,,
i_1053.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: Cui mater media sese tulit obvia silva,
virginis os habitumque gerens, et virginis arma
Spartanae",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Venus, Aeneas, Achates","96B22 the meeting of Aeneas and Achates with Venus, disguised as a huntress; she points out twelve swans in the sky",,Book I,engraving,print,,"Book I, v. 318",en,,,
i_1054.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: Talia flammato secum dea corde volutans 
nimborum in patriam, loca feta furentibus austris,
Aeoliam venit.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Juno, Aeolus","92C152 Juno asks Aeolus to set the winds free (Virgil, Aeneid I 50-86)",,Book I,engraving,print,,"Book I, v. 54",en,,,
i_1055.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: graviter commotus; et alto
prospiciens, summa placidum caput extulit unda.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Neptune, Quos Ego, Trojans","92H1411 Neptune quieting the storm, 'quos ego' (Virgil, Aeneid I 135)",,Book I,engraving,print,,"Book I, v. 130",en,,,
i_1056.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: Primus ibi ante omnis magna comitante caterva
Laocoon ardens summa decurrit ab arce,",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Laocoon, Trojan horse, Trojan war","94H211 Laocoon, the priest, tries to dissuade the Trojans from bringing the horse inside the walls, and hurls a spear at it",,Book II,engraving,print,,"Book II, v. 40",en,,,
i_1057.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription:sed si tantus amor casus cognoscere nostros",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,Aeneas,96B253 Aeneas tells Dido of his wanderings,,Book I,engraving,print,,"Book II, v. 10",en,,,
i_1058.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: Hic aliud maius miseris multoque tremendum
obicitur magis atque improvida pectora turbat.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Laocoon, Trojan war",94H213 Laocoon and his twin sons are strangled by two serpents during the preparations for a sacrifice,,Book II,engraving,print,,"Book II, v. 199",en,,,
i_1059.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: hic vero victus genitor se tollit ad auras
adfaturque deos et sanctum sidus adorat.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,engraving,print,,"Book II, v. 699",en,,,
i_1060.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: heu misero coniunx fatone erepta Creusa
substitit, erravitne via seu lapsa resedit,
incertum;",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Creusa, Aeneas",96B114 Aeneas searching for Creusa; her spirit appears to him,,Book II,engraving,print,,"Book II, v. 736",en,,,
i_1061.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: tum pater Anchises magnum cratera corona
induit implevitque mero",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,Anchises,"96B181 on arrival in Sicily, Anchises, standing on the quarter-deck, offers unwatered wine and invokes the gods",,Book III,engraving,print,,"Book III, v. 525",en,,,
i_1062.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: interea magnum sol circumvolvitur annum
et glacialis hiems Aquilonibus asperat undas.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Trojans",96B16 sacrifices are made to Jupiter and games are held on the shore of Actium by Aeneas and his crew,,Book III,engraving,print,,"Book III, v. 284",en,,,
i_1063.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: heu, genitorem, omnis curae casusque levamen,
amitto Anchisen",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Trojans",96B185 death of Anchises,,Book III,engraving,print,,"Book III, v. 708",en,,,
i_1064.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription:Talibus orabat, talisque miserrima fletus
fertque refertque soror",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Dido, Anna","96B3312 Anna before Aeneas, entreating him not to leave",,Book IV,engraving,print,,"Book IV, v. 437",en,,,
i_1065.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: ipsa tenens dextra pateram pulcherrima Dido
candentis vaccae media inter cornua fundit",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Dido, Anna, sacrifice","96B3 the tragedy of Dido (Virgil, Aeneid IV)",,Book IV,engraving,print,,"Book IV, v. 60",en,,,
i_1066.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: tandem progreditur magna stipante caterva
Sidoniam picto chlamydem circumdata limbo",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Dido, Aeneas, Carthage, Trojans",96B32 Dido and Aeneas hunting,,Book IV,engraving,print,,"Book IV, v. 659",en,,,
i_1067.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: munera principio ante oculos circoque locantur
in medio",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,Dido,96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,,Book IV,engraving,print,,"Book IV, v. 136",en,,,
i_1068.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription:",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Trojans",96B422 the contests held in memory of Anchises,,Book V,engraving,print,,"Book V, v. 109",en,,,
i_1069.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription:  deus consedit in alta
Phorbanti similis funditque has ore loquelas:",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Hypnos, Somnus, Palinurus","96B443 Aeneas' fleet sails away; Hypnos puts Palinurus to sleep, who then falls overboard and is lost",,Book V,engraving,print,,"Book V, v. 841",en,,,
i_1070.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription:  deus consedit in alta
Phorbanti similis funditque has ore loquelas: subsidunt undae tumidumque sub axe tonanti 
sternitur aequor aquis",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Neptune, Trojans",96B443 Aeneas' fleet sails away,,Book V,engraving,print,,"Book V, v. 820",en,,,
i_1071.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: cuncti adsint meritaeque exspectent praemia palmae. 
ore favete omnes et cingite tempora ramis.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, ritual, snake",96B421 Aeneas sacrificing at Anchises' grave: a snake appears,,Book V,engraving,print,,"Book V, v. 70",,,,
i_1072.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: cum dea se paribus per caelum sustulit alis
ingentemque fuga secuit sub nubibus arcum.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Iris, Beroe, Trojans, Trojan women","96B43 Iris, in the guise of Beroe, an old woman, incites the Trojan women to rebellion; they set the ships on fire",,Book V,engraving,print,,"Book V, v. 658",,,,
i_1073.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: corripit Aeneas extemplo avidusque refringit
cunctantem, et vatis portat sub tecta Sibyllae.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Cumaean sibyl, Golden Bough","96B51 the arrival of Aeneas at Cumae, where they consult Deiphobe, the Cumaean Sibyl, who foretells of Aeneas' wars in Latium",,Book VI,engraving,print,,"Book VI, v. 210",,,,
i_1074.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: vestibulum ante ipsum primisque in faucibus Orci
Luctus et ultrices posuere cubilia Curae",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Cumaean Sibyl, Egestas, Famae, Metus","96B541 Aeneas, guided by the Sibyl, enters the underworld through the cave of Avernus",,Book VI,engraving,print,,"Book VI, v. 273",,,,
i_1075.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: Continuo auditae voces vagitus et ingens
infantumque animae flentes, in limine primo",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Dido, underworld","96B545 Aeneas and the Sibyl meet various groups of the dead, among them is Dido, who turns aside",,Book VI,engraving,print,,"Book VI, v. 426",,,,
i_1076.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription: in medio ramos annosaque bracchia pandit
ulmus opaca, ingens",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Cumaean Sibyl, Centaurs, Chimaera, Harpies, snake","96B541 Aeneas, guided by the Sibyl, enters the underworld through the cave of Avernus",,Book VI,engraving,print,,"Book VI, v. 282",,,,
i_1077.jpg,Bavarian State Library,"Eimmart, Georg Christoph, the elder",engraver,"Lang, Georg",printer,German,,,,1688,1688,17th century,"""Peplus Virtutum Romanarum in Aenea Virgiliano eiusque rebus fortiter gestis"""" A compilation of the Roman bravery in Virgilian Aeneas and of his great deeds. Inscription:dixerat et pariter gressi per opaca viarum
corripiunt spatium medium foribusque propinquant.",,Bavarian State Library,Germany,monograph,CC BY-NC-SA 4.0,Europeana API,,"Aeneas, Cumaean Sibyl",96B546 Aeneas and the Sibyl pass by Tartarus,,Book VI,engraving,print,,"Book VI, v. 633",,,,
